{'tid': 6, 'aid': 7, 'uid': 8, 'tstamp': 1289238901000}
{'tid': 1134, 'aid': 694, 'uid': 302, 'tstamp': 1277183622000}
{'tid': 1052, 'aid': 695, 'uid': 302, 'tstamp': 1277181873000}
{'tid': 1136, 'aid': 695, 'uid': 302, 'tstamp': 1277181873000}
{'tid': 190, 'aid': 697, 'uid': 302, 'tstamp': 1277084964000}
{'tid': 1127, 'aid': 697, 'uid': 302, 'tstamp': 1277084964000}
{'tid': 1099, 'aid': 699, 'uid': 302, 'tstamp': 1276853311000}
{'tid': 149, 'aid': 700, 'uid': 302, 'tstamp': 1276755856000}
{'tid': 754, 'aid': 701, 'uid': 302, 'tstamp': 1276749664000}
{'tid': 1139, 'aid': 701, 'uid': 302, 'tstamp': 1276749664000}
{'tid': 1140, 'aid': 702, 'uid': 302, 'tstamp': 1276682620000}
{'tid': 1142, 'aid': 704, 'uid': 319, 'tstamp': 1289254283000}
{'tid': 1146, 'aid': 706, 'uid': 319, 'tstamp': 1289232918000}
{'tid': 1148, 'aid': 707, 'uid': 319, 'tstamp': 1289231354000}
{'tid': 1149, 'aid': 710, 'uid': 319, 'tstamp': 1288978730000}
{'tid': 1151, 'aid': 713, 'uid': 319, 'tstamp': 1288785372000}
{'tid': 1153, 'aid': 716, 'uid': 319, 'tstamp': 1288645081000}
{'tid': 1150, 'aid': 718, 'uid': 319, 'tstamp': 1288488944000}
{'tid': 1156, 'aid': 720, 'uid': 319, 'tstamp': 1288363453000}
{'tid': 1158, 'aid': 724, 'uid': 319, 'tstamp': 1288116364000}
{'tid': 1160, 'aid': 725, 'uid': 319, 'tstamp': 1288116157000}
{'tid': 1155, 'aid': 729, 'uid': 319, 'tstamp': 1287961093000}
{'tid': 1155, 'aid': 732, 'uid': 319, 'tstamp': 1287761611000}
{'tid': 1163, 'aid': 738, 'uid': 319, 'tstamp': 1287330425000}
{'tid': 1163, 'aid': 741, 'uid': 319, 'tstamp': 1287062142000}
{'tid': 1157, 'aid': 753, 'uid': 319, 'tstamp': 1286466644000}
{'tid': 1157, 'aid': 754, 'uid': 319, 'tstamp': 1286466367000}
{'tid': 1161, 'aid': 760, 'uid': 319, 'tstamp': 1286393666000}
{'tid': 1150, 'aid': 765, 'uid': 319, 'tstamp': 1286300696000}
{'tid': 1165, 'aid': 766, 'uid': 319, 'tstamp': 1286287464000}
{'tid': 1143, 'aid': 768, 'uid': 319, 'tstamp': 1286228134000}
{'tid': 1165, 'aid': 771, 'uid': 319, 'tstamp': 1286226006000}
{'tid': 1166, 'aid': 774, 'uid': 319, 'tstamp': 1286196509000}
{'tid': 1146, 'aid': 777, 'uid': 319, 'tstamp': 1286063111000}
{'tid': 1167, 'aid': 790, 'uid': 319, 'tstamp': 1285263496000}
{'tid': 1146, 'aid': 793, 'uid': 319, 'tstamp': 1285066134000}
{'tid': 1170, 'aid': 796, 'uid': 319, 'tstamp': 1284992836000}
{'tid': 1161, 'aid': 799, 'uid': 319, 'tstamp': 1284641083000}
{'tid': 1173, 'aid': 803, 'uid': 336, 'tstamp': 1289303133000}
{'tid': 1175, 'aid': 804, 'uid': 336, 'tstamp': 1289303022000}
{'tid': 1177, 'aid': 804, 'uid': 336, 'tstamp': 1289303022000}
{'tid': 1179, 'aid': 805, 'uid': 336, 'tstamp': 1288111316000}
{'tid': 203, 'aid': 806, 'uid': 336, 'tstamp': 1287986648000}
{'tid': 1011, 'aid': 806, 'uid': 336, 'tstamp': 1287986648000}
{'tid': 395, 'aid': 807, 'uid': 336, 'tstamp': 1287554620000}
{'tid': 1182, 'aid': 807, 'uid': 336, 'tstamp': 1287554620000}
{'tid': 1184, 'aid': 807, 'uid': 336, 'tstamp': 1287554620000}
{'tid': 1186, 'aid': 807, 'uid': 336, 'tstamp': 1287554620000}
{'tid': 1171, 'aid': 808, 'uid': 336, 'tstamp': 1287395642000}
{'tid': 1187, 'aid': 808, 'uid': 336, 'tstamp': 1287395642000}
{'tid': 1188, 'aid': 809, 'uid': 336, 'tstamp': 1286891909000}
{'tid': 1190, 'aid': 809, 'uid': 336, 'tstamp': 1286891909000}
{'tid': 1192, 'aid': 809, 'uid': 336, 'tstamp': 1286891909000}
{'tid': 1188, 'aid': 810, 'uid': 336, 'tstamp': 1286536305000}
{'tid': 1194, 'aid': 810, 'uid': 336, 'tstamp': 1286536305000}
{'tid': 1197, 'aid': 810, 'uid': 336, 'tstamp': 1286536305000}
{'tid': 1198, 'aid': 811, 'uid': 336, 'tstamp': 1286345980000}
{'tid': 1200, 'aid': 811, 'uid': 336, 'tstamp': 1286345980000}
{'tid': 1206, 'aid': 813, 'uid': 336, 'tstamp': 1285834548000}
{'tid': 1208, 'aid': 813, 'uid': 336, 'tstamp': 1285834548000}
{'tid': 1210, 'aid': 813, 'uid': 336, 'tstamp': 1285834548000}
{'tid': 1217, 'aid': 817, 'uid': 336, 'tstamp': 1285163617000}
{'tid': 529, 'aid': 819, 'uid': 336, 'tstamp': 1283773956000}
{'tid': 1219, 'aid': 819, 'uid': 336, 'tstamp': 1283773956000}
{'tid': 305, 'aid': 820, 'uid': 336, 'tstamp': 1281080665000}
{'tid': 675, 'aid': 820, 'uid': 336, 'tstamp': 1281080665000}
{'tid': 1220, 'aid': 820, 'uid': 336, 'tstamp': 1281080665000}
{'tid': 1222, 'aid': 820, 'uid': 336, 'tstamp': 1281080665000}
{'tid': 1224, 'aid': 820, 'uid': 336, 'tstamp': 1281080665000}
{'tid': 487, 'aid': 821, 'uid': 336, 'tstamp': 1280866985000}
{'tid': 1225, 'aid': 821, 'uid': 336, 'tstamp': 1280866985000}
{'tid': 1227, 'aid': 822, 'uid': 336, 'tstamp': 1277015240000}
{'tid': 1229, 'aid': 822, 'uid': 336, 'tstamp': 1277015240000}
{'tid': 1208, 'aid': 824, 'uid': 336, 'tstamp': 1276890996000}
{'tid': 1230, 'aid': 824, 'uid': 336, 'tstamp': 1276890996000}
{'tid': 778, 'aid': 829, 'uid': 336, 'tstamp': 1275388734000}
{'tid': 1237, 'aid': 829, 'uid': 336, 'tstamp': 1275388734000}
{'tid': 1171, 'aid': 831, 'uid': 336, 'tstamp': 1275386505000}
{'tid': 1243, 'aid': 832, 'uid': 336, 'tstamp': 1275332467000}
{'tid': 1192, 'aid': 833, 'uid': 336, 'tstamp': 1275331198000}
{'tid': 1192, 'aid': 834, 'uid': 336, 'tstamp': 1275330933000}
{'tid': 1244, 'aid': 834, 'uid': 336, 'tstamp': 1275330933000}
{'tid': 1245, 'aid': 835, 'uid': 336, 'tstamp': 1274962242000}
{'tid': 1247, 'aid': 835, 'uid': 336, 'tstamp': 1274962242000}
{'tid': 1249, 'aid': 836, 'uid': 336, 'tstamp': 1274878890000}
{'tid': 1251, 'aid': 836, 'uid': 336, 'tstamp': 1274878890000}
{'tid': 689, 'aid': 838, 'uid': 336, 'tstamp': 1274761882000}
{'tid': 1254, 'aid': 838, 'uid': 336, 'tstamp': 1274761882000}
{'tid': 1256, 'aid': 838, 'uid': 336, 'tstamp': 1274761882000}
{'tid': 1254, 'aid': 839, 'uid': 336, 'tstamp': 1274761792000}
{'tid': 1191, 'aid': 840, 'uid': 336, 'tstamp': 1274620782000}
{'tid': 1244, 'aid': 840, 'uid': 336, 'tstamp': 1274620782000}
{'tid': 1257, 'aid': 840, 'uid': 336, 'tstamp': 1274620782000}
{'tid': 1258, 'aid': 841, 'uid': 336, 'tstamp': 1274441953000}
{'tid': 283, 'aid': 842, 'uid': 336, 'tstamp': 1274425628000}
{'tid': 1259, 'aid': 842, 'uid': 336, 'tstamp': 1274425628000}
{'tid': 1261, 'aid': 842, 'uid': 336, 'tstamp': 1274425628000}
{'tid': 1262, 'aid': 843, 'uid': 336, 'tstamp': 1274361333000}
{'tid': 1264, 'aid': 843, 'uid': 336, 'tstamp': 1274361333000}
{'tid': 1265, 'aid': 844, 'uid': 336, 'tstamp': 1273673682000}
{'tid': 1267, 'aid': 844, 'uid': 336, 'tstamp': 1273673682000}
{'tid': 82, 'aid': 845, 'uid': 336, 'tstamp': 1271915899000}
{'tid': 1180, 'aid': 845, 'uid': 336, 'tstamp': 1271915899000}
{'tid': 325, 'aid': 849, 'uid': 336, 'tstamp': 1271269758000}
{'tid': 1207, 'aid': 849, 'uid': 336, 'tstamp': 1271269758000}
{'tid': 1274, 'aid': 849, 'uid': 336, 'tstamp': 1271269758000}
{'tid': 841, 'aid': 851, 'uid': 336, 'tstamp': 1271223990000}
{'tid': 1278, 'aid': 851, 'uid': 336, 'tstamp': 1271223990000}
{'tid': 1280, 'aid': 852, 'uid': 336, 'tstamp': 1270811860000}
{'tid': 1175, 'aid': 853, 'uid': 336, 'tstamp': 1270731740000}
{'tid': 1282, 'aid': 853, 'uid': 336, 'tstamp': 1270731740000}
{'tid': 1284, 'aid': 855, 'uid': 336, 'tstamp': 1270724753000}
{'tid': 1175, 'aid': 856, 'uid': 336, 'tstamp': 1270541601000}
{'tid': 1285, 'aid': 856, 'uid': 336, 'tstamp': 1270541601000}
{'tid': 1006, 'aid': 857, 'uid': 336, 'tstamp': 1270541306000}
{'tid': 1180, 'aid': 857, 'uid': 336, 'tstamp': 1270541306000}
{'tid': 1287, 'aid': 857, 'uid': 336, 'tstamp': 1270541306000}
{'tid': 182, 'aid': 859, 'uid': 336, 'tstamp': 1270123451000}
{'tid': 1175, 'aid': 859, 'uid': 336, 'tstamp': 1270123451000}
{'tid': 1175, 'aid': 860, 'uid': 336, 'tstamp': 1270121389000}
{'tid': 674, 'aid': 861, 'uid': 336, 'tstamp': 1270103350000}
{'tid': 1248, 'aid': 861, 'uid': 336, 'tstamp': 1270103350000}
{'tid': 1291, 'aid': 861, 'uid': 336, 'tstamp': 1270103350000}
{'tid': 1171, 'aid': 862, 'uid': 336, 'tstamp': 1270101503000}
{'tid': 1253, 'aid': 862, 'uid': 336, 'tstamp': 1270101503000}
{'tid': 1287, 'aid': 862, 'uid': 336, 'tstamp': 1270101503000}
{'tid': 1135, 'aid': 863, 'uid': 336, 'tstamp': 1270045524000}
{'tid': 1279, 'aid': 863, 'uid': 336, 'tstamp': 1270045524000}
{'tid': 620, 'aid': 864, 'uid': 336, 'tstamp': 1269918079000}
{'tid': 1293, 'aid': 864, 'uid': 336, 'tstamp': 1269918079000}
{'tid': 1192, 'aid': 865, 'uid': 336, 'tstamp': 1269808706000}
{'tid': 1295, 'aid': 865, 'uid': 336, 'tstamp': 1269808706000}
{'tid': 1296, 'aid': 866, 'uid': 336, 'tstamp': 1269789877000}
{'tid': 1298, 'aid': 866, 'uid': 336, 'tstamp': 1269789877000}
{'tid': 1267, 'aid': 867, 'uid': 336, 'tstamp': 1269691558000}
{'tid': 1301, 'aid': 867, 'uid': 336, 'tstamp': 1269691558000}
{'tid': 547, 'aid': 868, 'uid': 336, 'tstamp': 1269628077000}
{'tid': 1244, 'aid': 868, 'uid': 336, 'tstamp': 1269628077000}
{'tid': 675, 'aid': 870, 'uid': 336, 'tstamp': 1269501738000}
{'tid': 1232, 'aid': 870, 'uid': 336, 'tstamp': 1269501738000}
{'tid': 1304, 'aid': 870, 'uid': 336, 'tstamp': 1269501738000}
{'tid': 841, 'aid': 871, 'uid': 336, 'tstamp': 1269501281000}
{'tid': 1266, 'aid': 871, 'uid': 336, 'tstamp': 1269501281000}
{'tid': 1301, 'aid': 871, 'uid': 336, 'tstamp': 1269501281000}
{'tid': 1006, 'aid': 876, 'uid': 336, 'tstamp': 1268949717000}
{'tid': 1312, 'aid': 876, 'uid': 336, 'tstamp': 1268949717000}
{'tid': 1314, 'aid': 876, 'uid': 336, 'tstamp': 1268949717000}
{'tid': 738, 'aid': 878, 'uid': 336, 'tstamp': 1268897815000}
{'tid': 1279, 'aid': 878, 'uid': 336, 'tstamp': 1268897815000}
{'tid': 1318, 'aid': 878, 'uid': 336, 'tstamp': 1268897815000}
{'tid': 280, 'aid': 879, 'uid': 336, 'tstamp': 1268838430000}
{'tid': 1207, 'aid': 879, 'uid': 336, 'tstamp': 1268838430000}
{'tid': 1015, 'aid': 880, 'uid': 336, 'tstamp': 1268835259000}
{'tid': 1320, 'aid': 880, 'uid': 336, 'tstamp': 1268835259000}
{'tid': 82, 'aid': 881, 'uid': 336, 'tstamp': 1268830444000}
{'tid': 1322, 'aid': 881, 'uid': 336, 'tstamp': 1268830444000}
{'tid': 1200, 'aid': 883, 'uid': 336, 'tstamp': 1268769388000}
{'tid': 1325, 'aid': 883, 'uid': 336, 'tstamp': 1268769388000}
{'tid': 1006, 'aid': 886, 'uid': 336, 'tstamp': 1268512892000}
{'tid': 841, 'aid': 888, 'uid': 336, 'tstamp': 1268315759000}
{'tid': 1334, 'aid': 888, 'uid': 336, 'tstamp': 1268315759000}
{'tid': 674, 'aid': 889, 'uid': 336, 'tstamp': 1268313317000}
{'tid': 837, 'aid': 889, 'uid': 336, 'tstamp': 1268313317000}
{'tid': 1266, 'aid': 889, 'uid': 336, 'tstamp': 1268313317000}
{'tid': 1283, 'aid': 892, 'uid': 336, 'tstamp': 1268135924000}
{'tid': 841, 'aid': 893, 'uid': 336, 'tstamp': 1267913871000}
{'tid': 1267, 'aid': 893, 'uid': 336, 'tstamp': 1267913871000}
{'tid': 1305, 'aid': 893, 'uid': 336, 'tstamp': 1267913871000}
{'tid': 1339, 'aid': 893, 'uid': 336, 'tstamp': 1267913871000}
{'tid': 989, 'aid': 898, 'uid': 336, 'tstamp': 1267454779000}
{'tid': 1168, 'aid': 898, 'uid': 336, 'tstamp': 1267454779000}
{'tid': 1344, 'aid': 898, 'uid': 336, 'tstamp': 1267454779000}
{'tid': 1197, 'aid': 900, 'uid': 336, 'tstamp': 1267344812000}
{'tid': 1348, 'aid': 900, 'uid': 336, 'tstamp': 1267344812000}
{'tid': 1197, 'aid': 901, 'uid': 336, 'tstamp': 1267285438000}
{'tid': 1279, 'aid': 901, 'uid': 336, 'tstamp': 1267285438000}
{'tid': 1354, 'aid': 903, 'uid': 372, 'tstamp': 1289215989000}
{'tid': 1356, 'aid': 904, 'uid': 372, 'tstamp': 1289134488000}
{'tid': 1356, 'aid': 905, 'uid': 372, 'tstamp': 1289133742000}
{'tid': 1355, 'aid': 906, 'uid': 372, 'tstamp': 1289133420000}
{'tid': 1356, 'aid': 907, 'uid': 372, 'tstamp': 1289133227000}
{'tid': 1359, 'aid': 909, 'uid': 372, 'tstamp': 1289130731000}
{'tid': 1356, 'aid': 912, 'uid': 372, 'tstamp': 1288970623000}
{'tid': 1364, 'aid': 912, 'uid': 372, 'tstamp': 1288970623000}
{'tid': 1366, 'aid': 913, 'uid': 372, 'tstamp': 1288927014000}
{'tid': 1368, 'aid': 915, 'uid': 372, 'tstamp': 1288900824000}
{'tid': 1369, 'aid': 916, 'uid': 372, 'tstamp': 1288900683000}
{'tid': 1371, 'aid': 920, 'uid': 372, 'tstamp': 1288661045000}
{'tid': 1372, 'aid': 923, 'uid': 372, 'tstamp': 1288555357000}
{'tid': 1357, 'aid': 924, 'uid': 372, 'tstamp': 1288555199000}
{'tid': 1374, 'aid': 925, 'uid': 372, 'tstamp': 1288554756000}
{'tid': 1374, 'aid': 927, 'uid': 372, 'tstamp': 1288505516000}
{'tid': 1356, 'aid': 928, 'uid': 372, 'tstamp': 1288505239000}
{'tid': 1375, 'aid': 930, 'uid': 372, 'tstamp': 1288311790000}
{'tid': 1377, 'aid': 933, 'uid': 372, 'tstamp': 1288290995000}
{'tid': 1357, 'aid': 935, 'uid': 372, 'tstamp': 1288229407000}
{'tid': 1381, 'aid': 935, 'uid': 372, 'tstamp': 1288229407000}
{'tid': 1382, 'aid': 936, 'uid': 372, 'tstamp': 1288224817000}
{'tid': 1385, 'aid': 939, 'uid': 372, 'tstamp': 1288059600000}
{'tid': 1387, 'aid': 940, 'uid': 372, 'tstamp': 1288059284000}
{'tid': 1389, 'aid': 941, 'uid': 372, 'tstamp': 1288054643000}
{'tid': 1393, 'aid': 944, 'uid': 372, 'tstamp': 1287937110000}
{'tid': 1397, 'aid': 946, 'uid': 372, 'tstamp': 1287906463000}
{'tid': 1399, 'aid': 946, 'uid': 372, 'tstamp': 1287906463000}
{'tid': 1401, 'aid': 946, 'uid': 372, 'tstamp': 1287906463000}
{'tid': 1403, 'aid': 947, 'uid': 372, 'tstamp': 1287889008000}
{'tid': 1405, 'aid': 948, 'uid': 372, 'tstamp': 1287888481000}
{'tid': 1409, 'aid': 950, 'uid': 372, 'tstamp': 1287887864000}
{'tid': 1411, 'aid': 951, 'uid': 372, 'tstamp': 1287886304000}
{'tid': 1356, 'aid': 953, 'uid': 372, 'tstamp': 1287882300000}
{'tid': 1361, 'aid': 953, 'uid': 372, 'tstamp': 1287882300000}
{'tid': 1414, 'aid': 954, 'uid': 372, 'tstamp': 1287875534000}
{'tid': 1416, 'aid': 956, 'uid': 372, 'tstamp': 1287716713000}
{'tid': 1417, 'aid': 957, 'uid': 372, 'tstamp': 1287691363000}
{'tid': 1418, 'aid': 958, 'uid': 372, 'tstamp': 1287619599000}
{'tid': 1371, 'aid': 964, 'uid': 372, 'tstamp': 1287541906000}
{'tid': 1420, 'aid': 965, 'uid': 372, 'tstamp': 1287541315000}
{'tid': 1422, 'aid': 965, 'uid': 372, 'tstamp': 1287541315000}
{'tid': 1423, 'aid': 966, 'uid': 372, 'tstamp': 1287540301000}
{'tid': 1371, 'aid': 968, 'uid': 372, 'tstamp': 1287539855000}
{'tid': 1427, 'aid': 975, 'uid': 372, 'tstamp': 1287403775000}
{'tid': 1428, 'aid': 977, 'uid': 372, 'tstamp': 1287344671000}
{'tid': 1429, 'aid': 978, 'uid': 372, 'tstamp': 1287344512000}
{'tid': 1431, 'aid': 979, 'uid': 372, 'tstamp': 1287182731000}
{'tid': 886, 'aid': 982, 'uid': 372, 'tstamp': 1287110242000}
{'tid': 1423, 'aid': 983, 'uid': 372, 'tstamp': 1287109615000}
{'tid': 1432, 'aid': 985, 'uid': 372, 'tstamp': 1287108942000}
{'tid': 1388, 'aid': 987, 'uid': 372, 'tstamp': 1287098085000}
{'tid': 1434, 'aid': 987, 'uid': 372, 'tstamp': 1287098085000}
{'tid': 1437, 'aid': 990, 'uid': 372, 'tstamp': 1287097242000}
{'tid': 1433, 'aid': 991, 'uid': 372, 'tstamp': 1287097195000}
{'tid': 1438, 'aid': 991, 'uid': 372, 'tstamp': 1287097195000}
{'tid': 1440, 'aid': 992, 'uid': 372, 'tstamp': 1287052997000}
{'tid': 1442, 'aid': 994, 'uid': 372, 'tstamp': 1286989334000}
{'tid': 1444, 'aid': 995, 'uid': 372, 'tstamp': 1286986242000}
{'tid': 1446, 'aid': 997, 'uid': 372, 'tstamp': 1286985523000}
{'tid': 1447, 'aid': 999, 'uid': 372, 'tstamp': 1286984789000}
{'tid': 620, 'aid': 1003, 'uid': 427, 'tstamp': 1289197893000}
{'tid': 1353, 'aid': 1003, 'uid': 427, 'tstamp': 1289197893000}
{'tid': 1454, 'aid': 1003, 'uid': 427, 'tstamp': 1289197893000}
{'tid': 414, 'aid': 1004, 'uid': 427, 'tstamp': 1288948159000}
{'tid': 1457, 'aid': 1004, 'uid': 427, 'tstamp': 1288948159000}
{'tid': 1459, 'aid': 1004, 'uid': 427, 'tstamp': 1288948159000}
{'tid': 1461, 'aid': 1004, 'uid': 427, 'tstamp': 1288948159000}
{'tid': 1463, 'aid': 1006, 'uid': 427, 'tstamp': 1288191143000}
{'tid': 1474, 'aid': 1022, 'uid': 427, 'tstamp': 1286995776000}
{'tid': 1286, 'aid': 1046, 'uid': 427, 'tstamp': 1286828730000}
{'tid': 1480, 'aid': 1046, 'uid': 427, 'tstamp': 1286828730000}
{'tid': 1481, 'aid': 1055, 'uid': 427, 'tstamp': 1286781131000}
{'tid': 1488, 'aid': 1060, 'uid': 427, 'tstamp': 1286739371000}
{'tid': 1490, 'aid': 1074, 'uid': 427, 'tstamp': 1286540333000}
{'tid': 1456, 'aid': 1085, 'uid': 427, 'tstamp': 1286474071000}
{'tid': 1492, 'aid': 1086, 'uid': 427, 'tstamp': 1286472830000}
{'tid': 1498, 'aid': 1102, 'uid': 485, 'tstamp': 1289159028000}
{'tid': 1500, 'aid': 1102, 'uid': 485, 'tstamp': 1289159028000}
{'tid': 1502, 'aid': 1102, 'uid': 485, 'tstamp': 1289159028000}
{'tid': 1504, 'aid': 1103, 'uid': 485, 'tstamp': 1289158904000}
{'tid': 1506, 'aid': 1103, 'uid': 485, 'tstamp': 1289158904000}
{'tid': 348, 'aid': 1104, 'uid': 485, 'tstamp': 1289140252000}
{'tid': 1509, 'aid': 1104, 'uid': 485, 'tstamp': 1289140252000}
{'tid': 348, 'aid': 1105, 'uid': 485, 'tstamp': 1289140237000}
{'tid': 1509, 'aid': 1105, 'uid': 485, 'tstamp': 1289140237000}
{'tid': 348, 'aid': 1107, 'uid': 485, 'tstamp': 1289140197000}
{'tid': 1509, 'aid': 1107, 'uid': 485, 'tstamp': 1289140197000}
{'tid': 161, 'aid': 1108, 'uid': 485, 'tstamp': 1289054823000}
{'tid': 868, 'aid': 1108, 'uid': 485, 'tstamp': 1289054823000}
{'tid': 1512, 'aid': 1108, 'uid': 485, 'tstamp': 1289054823000}
{'tid': 1514, 'aid': 1108, 'uid': 485, 'tstamp': 1289054823000}
{'tid': 1516, 'aid': 1109, 'uid': 485, 'tstamp': 1289054652000}
{'tid': 1115, 'aid': 1110, 'uid': 485, 'tstamp': 1289054593000}
{'tid': 1518, 'aid': 1110, 'uid': 485, 'tstamp': 1289054593000}
{'tid': 1520, 'aid': 1110, 'uid': 485, 'tstamp': 1289054593000}
{'tid': 1516, 'aid': 1111, 'uid': 485, 'tstamp': 1288976860000}
{'tid': 1523, 'aid': 1112, 'uid': 485, 'tstamp': 1288969627000}
{'tid': 451, 'aid': 1113, 'uid': 485, 'tstamp': 1288832063000}
{'tid': 1524, 'aid': 1113, 'uid': 485, 'tstamp': 1288832063000}
{'tid': 1526, 'aid': 1114, 'uid': 485, 'tstamp': 1288447417000}
{'tid': 423, 'aid': 1115, 'uid': 485, 'tstamp': 1287506363000}
{'tid': 1018, 'aid': 1115, 'uid': 485, 'tstamp': 1287506363000}
{'tid': 1528, 'aid': 1115, 'uid': 485, 'tstamp': 1287506363000}
{'tid': 1530, 'aid': 1116, 'uid': 485, 'tstamp': 1287178560000}
{'tid': 1532, 'aid': 1116, 'uid': 485, 'tstamp': 1287178560000}
{'tid': 1534, 'aid': 1116, 'uid': 485, 'tstamp': 1287178560000}
{'tid': 508, 'aid': 1117, 'uid': 485, 'tstamp': 1287173887000}
{'tid': 1537, 'aid': 1117, 'uid': 485, 'tstamp': 1287173887000}
{'tid': 1539, 'aid': 1118, 'uid': 485, 'tstamp': 1286804387000}
{'tid': 1066, 'aid': 1120, 'uid': 485, 'tstamp': 1286656015000}
{'tid': 1540, 'aid': 1120, 'uid': 485, 'tstamp': 1286656015000}
{'tid': 1542, 'aid': 1120, 'uid': 485, 'tstamp': 1286656015000}
{'tid': 1541, 'aid': 1121, 'uid': 485, 'tstamp': 1286410652000}
{'tid': 1544, 'aid': 1121, 'uid': 485, 'tstamp': 1286410652000}
{'tid': 1048, 'aid': 1122, 'uid': 485, 'tstamp': 1286382624000}
{'tid': 1546, 'aid': 1122, 'uid': 485, 'tstamp': 1286382624000}
{'tid': 1548, 'aid': 1122, 'uid': 485, 'tstamp': 1286382624000}
{'tid': 1550, 'aid': 1122, 'uid': 485, 'tstamp': 1286382624000}
{'tid': 1551, 'aid': 1123, 'uid': 485, 'tstamp': 1286381860000}
{'tid': 1081, 'aid': 1125, 'uid': 485, 'tstamp': 1286163721000}
{'tid': 1507, 'aid': 1125, 'uid': 485, 'tstamp': 1286163721000}
{'tid': 1526, 'aid': 1126, 'uid': 485, 'tstamp': 1285612057000}
{'tid': 1516, 'aid': 1127, 'uid': 485, 'tstamp': 1284753693000}
{'tid': 1517, 'aid': 1129, 'uid': 485, 'tstamp': 1284146100000}
{'tid': 1329, 'aid': 1130, 'uid': 485, 'tstamp': 1284141161000}
{'tid': 1558, 'aid': 1130, 'uid': 485, 'tstamp': 1284141161000}
{'tid': 1560, 'aid': 1130, 'uid': 485, 'tstamp': 1284141161000}
{'tid': 1561, 'aid': 1132, 'uid': 485, 'tstamp': 1283992825000}
{'tid': 1526, 'aid': 1134, 'uid': 485, 'tstamp': 1283952165000}
{'tid': 423, 'aid': 1136, 'uid': 485, 'tstamp': 1283357064000}
{'tid': 754, 'aid': 1136, 'uid': 485, 'tstamp': 1283357064000}
{'tid': 1564, 'aid': 1136, 'uid': 485, 'tstamp': 1283357064000}
{'tid': 423, 'aid': 1137, 'uid': 485, 'tstamp': 1283357047000}
{'tid': 754, 'aid': 1137, 'uid': 485, 'tstamp': 1283357047000}
{'tid': 1564, 'aid': 1137, 'uid': 485, 'tstamp': 1283357047000}
{'tid': 1526, 'aid': 1138, 'uid': 485, 'tstamp': 1283195103000}
{'tid': 1567, 'aid': 1139, 'uid': 485, 'tstamp': 1282957083000}
{'tid': 1540, 'aid': 1140, 'uid': 485, 'tstamp': 1282944618000}
{'tid': 1569, 'aid': 1141, 'uid': 485, 'tstamp': 1282846658000}
{'tid': 1522, 'aid': 1142, 'uid': 485, 'tstamp': 1282825526000}
{'tid': 321, 'aid': 1144, 'uid': 485, 'tstamp': 1281984181000}
{'tid': 1536, 'aid': 1144, 'uid': 485, 'tstamp': 1281984181000}
{'tid': 1573, 'aid': 1144, 'uid': 485, 'tstamp': 1281984181000}
{'tid': 1543, 'aid': 1145, 'uid': 485, 'tstamp': 1281880256000}
{'tid': 1509, 'aid': 1146, 'uid': 485, 'tstamp': 1281793864000}
{'tid': 1575, 'aid': 1146, 'uid': 485, 'tstamp': 1281793864000}
{'tid': 1509, 'aid': 1147, 'uid': 485, 'tstamp': 1281793775000}
{'tid': 1577, 'aid': 1147, 'uid': 485, 'tstamp': 1281793775000}
{'tid': 1509, 'aid': 1148, 'uid': 485, 'tstamp': 1281793741000}
{'tid': 1579, 'aid': 1148, 'uid': 485, 'tstamp': 1281793741000}
{'tid': 1509, 'aid': 1149, 'uid': 485, 'tstamp': 1281793702000}
{'tid': 1503, 'aid': 1151, 'uid': 485, 'tstamp': 1281127820000}
{'tid': 1079, 'aid': 1152, 'uid': 485, 'tstamp': 1281102876000}
{'tid': 912, 'aid': 1155, 'uid': 485, 'tstamp': 1280932779000}
{'tid': 1583, 'aid': 1156, 'uid': 485, 'tstamp': 1280785731000}
{'tid': 1585, 'aid': 1157, 'uid': 485, 'tstamp': 1280755184000}
{'tid': 1587, 'aid': 1157, 'uid': 485, 'tstamp': 1280755184000}
{'tid': 1589, 'aid': 1157, 'uid': 485, 'tstamp': 1280755184000}
{'tid': 917, 'aid': 1158, 'uid': 485, 'tstamp': 1280494366000}
{'tid': 207, 'aid': 1160, 'uid': 485, 'tstamp': 1280145672000}
{'tid': 1553, 'aid': 1160, 'uid': 485, 'tstamp': 1280145672000}
{'tid': 207, 'aid': 1161, 'uid': 485, 'tstamp': 1280111308000}
{'tid': 1518, 'aid': 1161, 'uid': 485, 'tstamp': 1280111308000}
{'tid': 625, 'aid': 1162, 'uid': 485, 'tstamp': 1280075731000}
{'tid': 718, 'aid': 1162, 'uid': 485, 'tstamp': 1280075731000}
{'tid': 763, 'aid': 1163, 'uid': 485, 'tstamp': 1280060853000}
{'tid': 1556, 'aid': 1163, 'uid': 485, 'tstamp': 1280060853000}
{'tid': 1593, 'aid': 1163, 'uid': 485, 'tstamp': 1280060853000}
{'tid': 549, 'aid': 1164, 'uid': 485, 'tstamp': 1280019047000}
{'tid': 1151, 'aid': 1165, 'uid': 485, 'tstamp': 1279938735000}
{'tid': 1594, 'aid': 1165, 'uid': 485, 'tstamp': 1279938735000}
