Ã¿´Î¶¼¸üĞÂAºÍb£¬½á¹û±È½Ï²î£¬ÕâÒ²ÄÜËµÃ÷£¬Èç¹û»ìÔÓµÄÊ¹ÓÃËùÓĞÊı¾İ£¬»áÓĞÔëÉùÓ°Ïì
New Run at  12/23/2016 10:02:23
, Time, RandomReward; LinUCBReward; 
data,1220220000000,415;17432;2550
data,1277935200000,415;10299;2550
data,1277935200000,415;6225;2550
data,1243807200000,415;9466;2550
data,1183240800000,415;913;2550
data,1188597600000,415;8382;2550
data,1259622000000,415;3411;2551
data,1175378400000,415;1331;2552
data,1136070000000,415;11918;2552
data,1257030000000,415;23;2552
data,1235862000000,415;15288;2552
data,1172703600000,415;4375;2552
data,1225494000000,415;6173;2552
data,1283292000000,415;10501;2552
data,1288566000000,415;1609;2553
data,1270072800000,415;15955;2553
data,1220220000000,416;2133;2553
data,1214863200000,416;4866;2553
data,1183240800000,416;73;2553
data,1285884000000,416;6553;2553
data,1251756000000,416;163;2554
data,1230764400000,416;2681;2555
data,1277935200000,416;8835;2555
data,1291158000000,416;1099;2555
data,1304599058279,416;735;2555
data,1238536800000,416;8933;2555
data,1225494000000,416;4153;2556
data,1251756000000,416;16401;2556
data,1288566000000,416;4735;2557
data,1304614244557,416;2137;2558
data,1243807200000,416;15447;2558
data,1283292000000,416;1103;2558
data,1280613600000,416;7190;2558
data,1277935200000,416;715;2559
data,1217541600000,416;2797;2559
data,1272664800000,416;53;2560
data,1298934000000,416;9428;2560
data,1191189600000,416;2428;2560
data,1296514800000,416;1103;2561
data,1212271200000,416;1015;2561
data,1243807200000,416;526;2562
data,1267398000000,416;437;2562
data,1170284400000,416;508;2562
data,1170284400000,416;4296;2562
data,1257030000000,416;1556;2562
data,1259622000000,416;15161;2562
data,1277935200000,416;2444;2563
data,1141167600000,416;17873;2563
data,1209592800000,416;10597;2563
data,1167606000000,416;2818;2563
data,1259622000000,416;1946;2563
data,1270072800000,416;190;2563
data,1270072800000,416;12135;2563
data,1228086000000,416;487;2563
data,1228086000000,416;2134;2563
data,1277935200000,417;867;2564
data,1167606000000,417;945;2564
data,1254348000000,417;2206;2564
data,1235862000000,417;4978;2564
data,1272664800000,417;8111;2564
data,1185919200000,417;440;2565
data,1217541600000,417;11885;2565
data,1180648800000,417;610;2566
data,1283292000000,417;7928;2566
data,1246399200000,417;939;2566
data,1285884000000,417;2933;2566
data,1270072800000,417;18008;2566
data,1222812000000,417;205;2566
data,1180648800000,417;11;2567
data,1225494000000,417;6134;2567
data,1228086000000,417;3467;2567
data,1257030000000,417;4520;2568
data,1283292000000,417;14257;2568
data,1196463600000,417;6762;2569
data,1270072800000,417;1771;2570
data,1214863200000,417;538;2570
data,1283292000000,417;10119;2570
data,1230764400000,417;15761;2570
data,1285884000000,417;2001;2570
data,1304598785318,417;9970;2570
data,1304689019843,417;686;2570
data,1235862000000,417;2667;2571
data,1233442800000,417;630;2571
data,1207000800000,417;10024;2571
data,1167606000000,417;2342;2572
data,1209592800000,417;13190;2572
data,1298934000000,417;1241;2572
data,1243807200000,417;2531;2572
data,1220220000000,417;55;2573
data,1225494000000,417;17181;2573
data,1277935200000,417;18331;2573
data,1304608262418,417;10976;2573
data,1296514800000,417;3470;2574
data,1220220000000,417;4994;2574
data,1196463600000,417;12013;2574
data,1191189600000,417;72;2575
data,1254348000000,417;3998;2575
data,1146434400000,418;15189;2575
data,1214863200000,418;481;2575
data,1241128800000,418;15955;2575
data,1167606000000,418;18492;2575
data,1280613600000,418;808;2576
data,1209592800000,418;1073;2577
data,1204326000000,418;745;2577
data,1212271200000,418;985;2577
data,1230764400000,418;4153;2578
data,1238536800000,418;5754;2578
data,1285884000000,418;1416;2578
data,1291158000000,418;154;2578
data,1235862000000,418;14455;2578
data,1214863200000,418;605;2579
data,1151704800000,418;1247;2579
data,1288566000000,418;13452;2579
data,1275343200000,418;193;2580
data,1288566000000,418;4343;2580
data,1220220000000,418;5089;2580
data,1293836400000,419;16644;2580
data,1209592800000,419;5016;2580
data,1238536800000,419;7463;2581
data,1241128800000,419;12180;2581
data,1267398000000,419;3719;2581
data,1257030000000,419;17505;2581
data,1225494000000,419;3122;2581
data,1164927600000,419;16109;2581
data,1267398000000,419;4472;2581
data,1249077600000,419;7248;2581
data,1249077600000,419;1118;2581
data,1159653600000,419;1134;2582
data,1283292000000,419;6296;2582
data,1259622000000,419;188;2582
data,1283292000000,419;1097;2583
data,1257030000000,419;67;2584
data,1280613600000,419;575;2585
data,1217541600000,419;2614;2586
data,1222812000000,419;1397;2587
data,1304606725073,419;288;2587
data,1293836400000,419;1731;2587
data,1233442800000,419;708;2587
data,1291158000000,419;785;2587
data,1285884000000,419;499;2587
data,1228086000000,419;763;2587
data,1243807200000,419;1609;2587
data,1304604514110,419;358;2587
data,1241128800000,419;4787;2587
data,1298934000000,419;4916;2587
data,1262300400000,419;1376;2587
data,1183240800000,419;1540;2587
data,1175378400000,419;1460;2587
data,1238536800000,419;1417;2588
data,1264978800000,419;3493;2588
data,1259622000000,419;7452;2588
data,1204326000000,419;430;2588
data,1207000800000,419;8196;2588
data,1183240800000,419;2041;2589
data,1285884000000,419;13967;2589
data,1285884000000,419;2554;2590
data,1183240800000,419;6086;2591
data,1207000800000,419;627;2591
data,1183240800000,419;3920;2591
data,1291158000000,419;3434;2591
data,1267398000000,419;1150;2592
data,1235862000000,419;13452;2592
data,1172703600000,419;12148;2592
data,1304935797243,419;8155;2592
data,1257030000000,419;294;2593
data,1214863200000,419;3528;2593
data,1214863200000,419;1183;2593
data,1201820400000,419;2947;2593
data,1220220000000,419;13289;2593
data,1212271200000,419;1378;2594
data,1172703600000,419;924;2594
data,1293836400000,419;2853;2595
data,1196463600000,419;72;2595
data,1262300400000,419;10513;2595
data,1233442800000,419;7470;2596
data,1262300400000,420;10596;2596
data,1285884000000,420;5152;2596
data,1291158000000,420;1411;2597
data,1259622000000,420;15183;2597
data,1275343200000,420;17873;2597
data,1225494000000,420;3752;2597
data,1249077600000,420;3823;2597
data,1185919200000,420;1106;2597
data,1220220000000,421;5123;2597
data,1233442800000,421;4130;2598
data,1262300400000,421;17956;2598
data,1288566000000,421;292;2599
data,1280613600000,421;3164;2600
data,1222812000000,421;2446;2600
data,1283292000000,421;3200;2600
data,1220220000000,421;2629;2601
data,1262300400000,421;1976;2602
data,1304608255217,421;64;2603
data,1228086000000,421;4799;2603
data,1217541600000,421;1191;2604
data,1175378400000,421;14509;2604
data,1246399200000,422;14147;2604
data,1214863200000,422;9794;2604
data,1275343200000,422;6398;2604
data,1304705503445,422;1383;2604
data,1162335600000,422;10828;2604
data,1285884000000,422;5123;2605
data,1207000800000,422;961;2605
data,1285884000000,422;10660;2605
data,1188597600000,422;2206;2605
data,1249077600000,422;704;2605
data,1188597600000,422;967;2605
data,1304600008120,422;12485;2605
data,1191189600000,422;1155;2605
data,1222812000000,422;2176;2605
data,1283292000000,422;16163;2605
data,1304933738692,422;1415;2605
data,1257030000000,422;13645;2605
data,1162335600000,422;13244;2605
data,1191189600000,422;4472;2605
data,1283292000000,422;6442;2606
data,1243807200000,422;15502;2606
data,1251756000000,422;184;2606
data,1254348000000,422;3057;2607
data,1172703600000,422;1179;2607
data,1288566000000,422;1163;2607
data,1298934000000,422;2611;2608
data,1172703600000,422;2986;2608
data,1264978800000,422;1243;2609
data,1164927600000,422;403;2609
data,1191189600000,422;1376;2609
data,1296514800000,422;2531;2609
data,1304605840236,422;11018;2609
data,1264978800000,422;846;2610
data,1285884000000,422;424;2610
data,1188597600000,422;17726;2610
data,1175378400000,422;6498;2610
data,1243807200000,422;1858;2610
data,1225494000000,422;2544;2611
data,1259622000000,422;320;2611
data,1209592800000,422;324;2611
data,1280613600000,422;12033;2611
data,1270072800000,422;3179;2611
data,1264978800000,422;15167;2611
data,1212271200000,422;1003;2611
data,1277935200000,423;3769;2611
data,1285884000000,423;538;2612
data,1257030000000,423;7187;2612
data,1293836400000,423;306;2612
data,1259622000000,423;6041;2612
data,1193871600000,423;324;2612
data,1275343200000,423;230;2612
data,1238536800000,423;17289;2612
data,1267398000000,423;4979;2612
data,1262300400000,423;1036;2612
data,1264978800000,423;3731;2612
data,1262300400000,423;1545;2612
data,1280613600000,423;10310;2612
data,1214863200000,423;16859;2612
data,1280613600000,423;11562;2612
data,1214863200000,423;3992;2612
data,1209592800000,423;2786;2612
data,1275343200000,423;16686;2612
data,1207000800000,423;12777;2612
data,1291158000000,423;10293;2612
data,1130799600000,423;858;2613
data,1228086000000,423;300;2614
data,1272664800000,423;3364;2614
data,1183240800000,423;4180;2614
data,1275343200000,423;1186;2615
data,1183240800000,423;2346;2615
data,1228086000000,423;1791;2615
data,1298934000000,423;6574;2615
data,1270072800000,423;4530;2615
data,1246399200000,423;8631;2615
data,1280613600000,423;1858;2615
data,1217541600000,423;55;2616
data,1257030000000,423;6139;2616
data,1262300400000,423;13645;2616
data,1175378400000,423;2548;2616
data,1296514800000,423;2780;2617
data,1296514800000,424;5728;2617
data,1275343200000,424;6771;2617
data,1214863200000,424;1179;2618
data,1207000800000,424;967;2619
data,1209592800000,424;12505;2619
data,1270072800000,424;11857;2619
data,1193871600000,424;1118;2619
data,1283292000000,424;12777;2619
data,1257030000000,424;3067;2619
data,1257030000000,424;1043;2620
data,1217541600000,424;14238;2621
data,1225494000000,424;267;2621
data,1296514800000,424;1943;2621
data,1230764400000,424;6800;2621
data,1280613600000,424;2456;2622
data,1293836400000,424;1998;2622
data,1170284400000,424;228;2622
data,1214863200000,424;979;2622
data,1220220000000,424;5074;2622
data,1222812000000,424;617;2622
data,1267398000000,424;418;2623
data,1243807200000,424;11973;2623
data,1296514800000,424;2444;2624
data,1249077600000,424;1709;2625
data,1201820400000,424;8808;2625
data,1262300400000,424;6120;2625
data,1257030000000,424;608;2626
data,1272664800000,425;10680;2626
data,1259622000000,425;6297;2626
data,1246399200000,425;436;2626
data,1275343200000,425;14055;2626
data,1222812000000,425;2671;2627
data,1196463600000,425;4939;2627
data,1249077600000,426;288;2627
data,1214863200000,426;18009;2627
data,1275343200000,426;785;2628
data,1280613600000,426;407;2628
data,1175378400000,426;11704;2628
data,1217541600000,426;314;2629
data,1214863200000,426;712;2629
data,1238536800000,426;8713;2629
data,1272664800000,426;425;2630
data,1283292000000,426;12508;2630
data,1204326000000,426;6429;2630
data,1257030000000,426;2442;2630
data,1283292000000,426;2855;2630
data,1196463600000,426;5451;2630
data,1288566000000,427;18710;2630
data,1298934000000,427;2092;2631
data,1257030000000,427;72;2632
data,1130799600000,427;1220;2632
data,1257030000000,427;4812;2632
data,1277935200000,427;701;2633
data,1270072800000,427;17505;2633
data,1270072800000,427;2973;2633
data,1275343200000,427;209;2634
data,1272664800000,427;1632;2635
data,1157061600000,427;15115;2636
data,1241128800000,427;2569;2636
data,1270072800000,427;13610;2636
data,1217541600000,427;253;2636
data,1304676890491,427;4574;2637
data,1243807200000,427;611;2637
data,1283292000000,427;11293;2638
data,1270072800000,428;2277;2638
data,1249077600000,428;1601;2638
data,1257030000000,428;4230;2638
data,1285884000000,428;693;2638
data,1291158000000,428;951;2639
data,1288566000000,428;9451;2639
data,1272664800000,428;2082;2639
data,1304702072987,428;2291;2639
data,1251756000000,428;206;2639
data,1257030000000,428;3921;2639
data,1233442800000,428;3921;2640
data,1251756000000,428;7912;2640
data,1275343200000,428;1824;2640
data,1214863200000,428;4459;2640
data,1204326000000,428;310;2640
data,1283292000000,428;15645;2640
data,1249077600000,428;9146;2640
data,1246399200000,428;622;2640
data,1285884000000,428;70;2640
data,1214863200000,428;12994;2640
data,1267398000000,428;4099;2640
data,1241128800000,428;10513;2640
data,1291158000000,428;2962;2640
data,1154383200000,428;1356;2640
data,1207000800000,428;755;2640
data,1193871600000,428;722;2641
data,1143842400000,428;16013;2641
data,1196463600000,428;5550;2641
data,1204326000000,428;6533;2641
data,1264978800000,428;475;2642
data,1293836400000,428;14454;2642
data,1291158000000,428;18459;2642
data,1275343200000,428;7193;2642
data,1272664800000,428;71;2642
data,1270072800000,428;2139;2643
data,1298934000000,428;914;2643
data,1193871600000,428;534;2643
data,1230764400000,428;2220;2644
data,1177970400000,428;3057;2645
data,1193871600000,428;1377;2645
data,1243807200000,428;7879;2645
data,1288566000000,428;5253;2645
data,1254348000000,428;1652;2645
data,1304674014263,429;294;2645
data,1272664800000,429;8828;2645
data,1146434400000,429;2352;2645
data,1288566000000,429;3493;2645
data,1275343200000,429;5487;2645
data,1285884000000,429;17236;2645
data,1172703600000,429;2113;2645
data,1304935819594,429;11887;2645
data,1272664800000,429;858;2646
data,1304603412222,429;165;2646
data,1270072800000,429;3236;2646
data,1214863200000,429;5322;2646
data,1180648800000,429;5074;2646
data,1230764400000,429;14638;2646
data,1204326000000,429;493;2646
data,1167606000000,429;3735;2646
data,1207000800000,429;1151;2646
data,1214863200000,429;13581;2646
data,1304596903908,429;1123;2646
data,1220220000000,429;288;2647
data,1283292000000,429;5322;2647
data,1209592800000,429;1019;2648
data,1280613600000,430;58;2648
data,1222812000000,430;2898;2648
data,1280613600000,430;4135;2648
data,1212271200000,430;1883;2648
data,1304669799057,430;9774;2648
data,1204326000000,430;159;2649
data,1230764400000,430;5809;2649
data,1164927600000,430;69;2649
data,1251756000000,430;857;2649
data,1233442800000,430;7054;2649
data,1128117600000,430;429;2649
data,1138748400000,430;602;2649
data,1209592800000,430;2022;2650
data,1257030000000,430;5767;2651
data,1225494000000,430;2607;2652
data,1283292000000,430;1358;2652
data,1251756000000,430;9475;2652
data,1154383200000,430;16885;2652
data,1298934000000,430;2146;2652
data,1285884000000,430;6446;2652
data,1214863200000,430;713;2652
data,1296514800000,430;9868;2652
data,1267398000000,430;6618;2653
data,1280613600000,430;12033;2653
data,1199142000000,430;867;2653
data,1267398000000,430;207;2654
data,1280613600000,430;429;2654
data,1254348000000,430;89;2655
data,1277935200000,430;543;2655
data,1280613600000,430;701;2656
data,1209592800000,430;6046;2656
data,1257030000000,430;4520;2657
data,1243807200000,430;10180;2657
data,1291158000000,430;6833;2657
data,1222812000000,430;11475;2657
data,1272664800000,430;6140;2657
data,1193871600000,430;728;2657
data,1257030000000,430;718;2657
data,1243807200000,430;16818;2657
data,1277935200000,430;5804;2657
data,1280613600000,430;15477;2657
data,1259622000000,430;190;2658
data,1267398000000,430;5553;2658
data,1288566000000,430;15688;2658
data,1257030000000,430;1247;2658
data,1217541600000,430;9475;2658
data,1238536800000,430;3400;2658
data,1270072800000,430;2787;2659
data,1199142000000,430;1861;2659
data,1304605855592,430;7639;2659
data,1196463600000,430;7730;2659
data,1225494000000,430;8595;2659
data,1204326000000,430;12141;2659
data,1293836400000,431;13156;2659
data,1296514800000,431;1001;2660
data,1228086000000,431;12105;2660
data,1177970400000,431;6824;2660
data,1220220000000,431;7152;2660
data,1272664800000,431;11168;2660
data,1262300400000,431;12141;2660
data,1241128800000,431;5485;2661
data,1207000800000,431;1001;2661
data,1235862000000,431;15483;2662
data,1225494000000,431;14055;2662
data,1212271200000,431;5784;2662
data,1233442800000,431;208;2663
data,1154383200000,431;18459;2663
data,1280613600000,431;686;2663
data,1304596463257,431;3441;2664
data,1267398000000,431;693;2664
data,1288566000000,431;2533;2664
data,1280613600000,431;3921;2664
data,1267398000000,431;4549;2664
data,1214863200000,431;198;2664
data,1259622000000,431;17505;2664
data,1246399200000,431;166;2664
data,1262300400000,431;8840;2664
data,1296514800000,431;1797;2664
data,1235862000000,431;10870;2665
data,1249077600000,431;8933;2665
data,1188597600000,431;4561;2665
data,1296514800000,431;956;2666
data,1162335600000,431;10572;2666
data,1233442800000,431;4814;2666
data,1233442800000,431;1122;2666
data,1259622000000,431;9807;2666
data,1209592800000,431;966;2667
data,1164927600000,431;1652;2668
data,1191189600000,431;3707;2668
data,1304933741120,431;166;2668
data,1241128800000,431;5697;2668
data,1293836400000,431;7912;2668
data,1262300400000,431;6442;2668
data,1220220000000,431;292;2669
data,1228086000000,431;5363;2669
data,1249077600000,431;328;2669
data,1214863200000,431;12067;2669
data,1230764400000,431;333;2669
data,1214863200000,431;327;2670
data,1225494000000,431;3434;2670
data,1272664800000,431;3375;2670
data,1254348000000,431;896;2670
data,1291158000000,431;548;2671
data,1228086000000,431;424;2672
data,1235862000000,431;535;2673
data,1204326000000,431;17577;2673
data,1204326000000,431;5503;2673
data,1257030000000,431;1036;2673
data,1288566000000,431;5976;2673
data,1212271200000,431;962;2673
data,1259622000000,431;8050;2673
data,1251756000000,431;3614;2673
data,1143842400000,431;15445;2673
data,1272664800000,431;5460;2673
data,1270072800000,431;5045;2674
data,1154383200000,431;162;2674
data,1288566000000,431;12169;2675
data,1185919200000,431;207;2675
data,1199142000000,431;1083;2675
data,1285884000000,431;953;2675
data,1277935200000,431;690;2676
data,1241128800000,431;1243;2676
data,1257030000000,431;5100;2677
data,1172703600000,431;1870;2677
data,1283292000000,431;1047;2678
data,1249077600000,431;190;2679
data,1212271200000,432;13407;2679
data,1243807200000,432;333;2680
data,1264978800000,432;3244;2681
data,1230764400000,432;374;2682
data,1277935200000,432;6539;2682
data,1304682198704,432;3563;2682
data,1277935200000,432;3244;2682
data,1193871600000,432;408;2683
data,1262300400000,432;3626;2683
data,1264978800000,432;283;2683
data,1259622000000,432;7275;2683
data,1304935831912,432;13211;2683
data,1214863200000,432;58;2684
data,1175378400000,432;1079;2685
data,1217541600000,432;2728;2685
data,1243807200000,432;7713;2685
data,1241128800000,432;8497;2686
data,1277935200000,432;14133;2686
data,1270072800000,432;8836;2686
data,1222812000000,432;2978;2686
data,1180648800000,432;17872;2686
data,1270072800000,432;11263;2686
data,1264978800000,432;2901;2686
data,1264978800000,432;159;2686
data,1214863200000,432;10650;2686
data,1304600304034,432;8044;2686
data,1175378400000,433;2820;2686
data,1277935200000,433;288;2687
data,1199142000000,433;6739;2687
data,1254348000000,433;429;2688
data,1257030000000,433;5908;2688
data,1133391600000,433;7619;2688
data,1291158000000,433;2611;2688
data,1141167600000,433;465;2688
data,1228086000000,433;13427;2688
data,1188597600000,433;2857;2689
data,1272664800000,433;6362;2689
data,1209592800000,433;18707;2689
data,1254348000000,433;5100;2689
data,1167606000000,433;6127;2689
data,1230764400000,433;896;2689
data,1285884000000,433;10828;2689
data,1264978800000,433;1580;2689
data,1172703600000,433;13393;2689
data,1146434400000,433;693;2689
data,1235862000000,433;2934;2689
data,1199142000000,433;17760;2689
data,1209592800000,433;412;2689
data,1280613600000,433;475;2690
data,1249077600000,433;3889;2690
data,1275343200000,433;2526;2690
data,1262300400000,433;11979;2690
data,1212271200000,433;2668;2691
data,1275343200000,433;4254;2691
data,1228086000000,433;4079;2691
data,1154383200000,433;6134;2691
data,1262300400000,433;858;2691
data,1270072800000,433;4931;2691
data,1262300400000,433;1106;2692
data,1230764400000,433;5895;2692
data,1230764400000,433;288;2693
data,1275343200000,433;3495;2693
data,1272664800000,433;2947;2693
data,1249077600000,433;4812;2693
data,1204326000000,433;91;2693
data,1214863200000,433;220;2694
data,1288566000000,433;2442;2695
data,1201820400000,433;1079;2696
data,1199142000000,433;3200;2696
data,1207000800000,434;7928;2696
data,1243807200000,434;16502;2696
data,1243807200000,434;1516;2696
data,1162335600000,434;1021;2696
data,1196463600000,434;8684;2696
data,1220220000000,434;6835;2696
data,1159653600000,434;10677;2696
data,1293836400000,434;18430;2696
data,1164927600000,434;4545;2696
data,1167606000000,434;14032;2696
data,1222812000000,435;2787;2697
data,1243807200000,435;10362;2697
data,1285884000000,435;3380;2697
data,1267398000000,435;8217;2697
data,1185919200000,435;4566;2698
data,1283292000000,435;6336;2698
data,1233442800000,435;429;2699
data,1264978800000,435;3354;2699
data,1272664800000,435;7275;2699
data,1217541600000,436;3770;2699
data,1267398000000,436;1249;2699
data,1288566000000,436;1383;2699
data,1298934000000,436;1179;2699
data,1283292000000,436;1058;2699
data,1259622000000,436;313;2700
data,1246399200000,436;9125;2700
data,1209592800000,436;15191;2700
data,1199142000000,436;3346;2700
data,1162335600000,436;1993;2701
data,1270072800000,436;1709;2701
data,1225494000000,436;3751;2701
data,1175378400000,436;3236;2702
data,1270072800000,437;89;2703
data,1212271200000,437;16560;2703
data,1214863200000,437;3373;2703
data,1225494000000,437;303;2703
data,1225494000000,437;689;2703
data,1288566000000,437;198;2703
data,1283292000000,438;55;2704
data,1241128800000,438;12392;2704
data,1209592800000,438;96;2704
data,1188597600000,438;3281;2704
data,1283292000000,438;428;2704
data,1298934000000,438;1046;2704
data,1225494000000,438;3376;2704
data,1296514800000,438;428;2705
data,1228086000000,438;2509;2705
data,1193871600000,438;5027;2706
data,1293836400000,438;1400;2706
data,1233442800000,438;1590;2706
data,1235862000000,438;8696;2706
data,1262300400000,438;3299;2706
data,1262300400000,438;328;2706
data,1267398000000,438;15473;2706
data,1251756000000,439;4494;2706
data,1264978800000,439;5016;2706
data,1222812000000,439;4435;2706
data,1230764400000,439;4317;2707
data,1222812000000,439;302;2707
data,1275343200000,439;6297;2707
data,1235862000000,439;901;2707
data,1217541600000,439;11793;2707
data,1204326000000,439;11046;2707
data,1249077600000,439;1639;2707
data,1267398000000,439;69;2707
data,1217541600000,439;4545;2707
data,1146434400000,439;1119;2707
data,1230764400000,439;11286;2707
data,1275343200000,439;12998;2707
data,1298934000000,439;12199;2707
data,1246399200000,439;16628;2707
data,1193871600000,439;5735;2707
data,1257030000000,439;3074;2707
data,1257030000000,439;1415;2707
data,1296514800000,439;1424;2707
data,1243807200000,439;157;2708
data,1254348000000,439;7331;2708
data,1241128800000,439;11570;2708
data,1280613600000,439;10362;2708
data,1293836400000,439;386;2708
data,1225494000000,439;2281;2708
data,1146434400000,439;14560;2708
data,1304934693407,439;1216;2708
data,1201820400000,439;3707;2708
data,1304596433444,439;10596;2708
data,1230764400000,439;6534;2708
data,1270072800000,439;298;2709
data,1222812000000,439;433;2709
data,1257030000000,439;441;2710
data,1204326000000,439;1510;2710
data,1259622000000,439;172;2711
data,1246399200000,439;8742;2711
data,1264978800000,439;14123;2712
data,1193871600000,439;9673;2712
data,1209592800000,439;229;2713
data,1262300400000,439;5681;2713
data,1277935200000,439;292;2714
data,1291158000000,439;1460;2714
data,1214863200000,439;12220;2714
data,1264978800000,439;292;2715
data,1259622000000,439;9348;2716
data,1233442800000,439;16644;2716
data,1214863200000,439;1694;2716
data,1212271200000,439;6757;2716
data,1280613600000,439;4300;2716
data,1304596437731,439;1027;2716
data,1304700094342,439;212;2716
data,1162335600000,439;2135;2716
data,1225494000000,439;9982;2716
data,1154383200000,439;17289;2716
data,1241128800000,439;4830;2716
data,1285884000000,440;18222;2716
data,1180648800000,440;6581;2716
data,1246399200000,440;4793;2716
data,1291158000000,440;4877;2716
data,1249077600000,440;3749;2716
data,1191189600000,440;6714;2716
data,1264978800000,440;10161;2716
data,1257030000000,440;1098;2717
data,1212271200000,440;1409;2717
data,1291158000000,440;67;2718
data,1267398000000,440;1979;2718
data,1212271200000,440;13603;2718
data,1243807200000,440;2571;2718
data,1220220000000,440;1412;2719
data,1296514800000,440;9230;2719
data,1254348000000,440;10604;2719
data,1288566000000,440;3376;2719
data,1241128800000,440;2005;2719
data,1199142000000,440;11416;2719
data,1283292000000,440;13645;2719
data,1235862000000,440;6640;2719
data,1275343200000,440;5325;2720
data,1283292000000,440;13559;2720
data,1207000800000,440;10565;2720
data,1172703600000,440;2444;2720
data,1277935200000,440;546;2720
data,1146434400000,440;4814;2720
data,1167606000000,440;1242;2720
data,1293836400000,440;302;2720
data,1246399200000,440;3079;2720
data,1191189600000,440;7511;2720
data,1246399200000,440;3624;2720
data,1191189600000,440;2986;2720
data,1259622000000,441;9543;2720
data,1291158000000,441;4751;2720
data,1251756000000,441;82;2720
data,1183240800000,441;9469;2720
data,1209592800000,442;1377;2721
data,1222812000000,442;1666;2721
data,1217541600000,442;344;2722
data,1180648800000,442;9419;2723
data,1272664800000,442;3753;2723
data,1196463600000,442;197;2723
data,1191189600000,442;1790;2723
data,1201820400000,442;9437;2723
data,1149112800000,442;12011;2723
data,1183240800000,442;11093;2724
data,1249077600000,442;1016;2724
data,1228086000000,442;1098;2725
data,1233442800000,442;814;2725
data,1233442800000,442;16432;2726
data,1238536800000,442;2434;2726
data,1288566000000,442;333;2727
data,1285884000000,442;608;2727
data,1267398000000,442;2428;2727
data,1175378400000,442;233;2728
data,1209592800000,442;2940;2728
data,1235862000000,442;14398;2728
data,1209592800000,442;966;2728
data,1207000800000,442;997;2729
data,1254348000000,442;15586;2729
data,1251756000000,443;3722;2729
data,1243807200000,443;17469;2729
data,1291158000000,443;1669;2729
data,1180648800000,443;523;2729
data,1304601215902,443;17736;2729
data,1272664800000,443;562;2729
data,1285884000000,444;2346;2730
data,1196463600000,444;6193;2730
data,1141167600000,444;3614;2730
data,1204326000000,444;6226;2730
data,1175378400000,444;1104;2730
data,1196463600000,444;540;2731
data,1207000800000,445;206;2731
data,1241128800000,445;1226;2732
data,1212271200000,445;2377;2732
data,1270072800000,445;154;2733
data,1249077600000,445;13713;2733
data,1188597600000,445;13645;2733
data,1175378400000,445;6833;2733
data,1267398000000,445;1275;2733
data,1199142000000,445;5653;2733
data,1275343200000,445;11963;2733
data,1201820400000,445;622;2733
data,1122847200000,445;859;2733
data,1172703600000,445;12113;2733
data,1233442800000,445;17534;2733
data,1293836400000,445;1611;2733
data,1238536800000,445;14897;2733
data,1246399200000,445;16582;2733
data,1214863200000,445;431;2733
data,1241128800000,445;3495;2734
data,1296514800000,446;486;2735
data,1257030000000,446;3495;2735
data,1304668631095,447;11148;2735
data,1241128800000,447;15422;2735
data,1162335600000,447;4247;2735
data,1251756000000,447;858;2736
data,1243807200000,447;777;2736
data,1275343200000,447;15191;2736
data,1254348000000,447;9437;2736
data,1304700074606,447;70;2736
data,1243807200000,447;3026;2736
data,1193871600000,447;59;2736
data,1254348000000,447;9001;2736
data,1251756000000,448;2873;2736
data,1212271200000,448;6560;2736
data,1214863200000,448;6693;2736
data,1217541600000,448;3920;2736
data,1280613600000,448;1768;2736
data,1267398000000,448;7663;2736
data,1201820400000,448;3813;2736
data,1293836400000,448;13962;2736
data,1235862000000,448;251;2737
data,1209592800000,448;982;2737
data,1204326000000,448;1358;2738
data,1304609601358,448;11267;2738
data,1214863200000,448;4559;2738
data,1230764400000,448;2411;2738
data,1254348000000,448;1652;2738
data,1267398000000,448;2469;2738
data,1267398000000,449;10660;2738
data,1249077600000,449;565;2738
data,1159653600000,449;8660;2738
data,1291158000000,449;12487;2738
data,1280613600000,449;2713;2738
data,1209592800000,449;891;2738
data,1151704800000,449;997;2739
data,1243807200000,449;4349;2740
data,1180648800000,449;14878;2741
data,1185919200000,449;2172;2741
data,1225494000000,449;5510;2741
data,1235862000000,449;4701;2741
data,1228086000000,449;7345;2741
data,1212271200000,449;3735;2741
data,1201820400000,449;5621;2741
data,1193871600000,449;1934;2741
data,1270072800000,449;6800;2741
data,1272664800000,449;1772;2741
data,1254348000000,449;14807;2741
data,1254348000000,449;5925;2741
data,1304678093684,449;11861;2741
data,1270072800000,449;157;2742
data,1291158000000,449;10495;2742
data,1257030000000,449;3088;2742
data,1238536800000,449;7928;2742
data,1264978800000,449;7318;2742
data,1246399200000,449;18710;2742
data,1283292000000,449;13583;2742
data,1251756000000,449;1097;2742
data,1259622000000,449;253;2743
data,1220220000000,449;13102;2743
data,1280613600000,449;8808;2743
data,1196463600000,449;17613;2744
data,1214863200000,449;11686;2744
data,1162335600000,449;538;2744
data,1191189600000,449;170;2744
data,1296514800000,449;1340;2744
data,1170284400000,449;11186;2745
data,1293836400000,449;6802;2745
data,1249077600000,449;610;2746
data,1175378400000,449;10293;2746
data,1138748400000,449;498;2746
data,1288566000000,449;10784;2746
data,1254348000000,449;1243;2747
data,1209592800000,449;7860;2747
