´úÂëÃ»ÓĞĞŞ¸Ä¹ı£¬ÔËĞĞ²»µ½Ê®·ÖÖÓ
New Run at  12/22/2016 15:49:04
, Time, RandomReward; LinUCBReward; 
data,1233442800000,223;10513;478
data,1228086000000,223;2552;478
data,1235862000000,224;4493;478
data,1230764400000,224;12035;478
data,1288566000000,224;14969;478
data,1225494000000,224;2895;478
data,1293836400000,225;508;478
data,1275343200000,225;13994;478
data,1259622000000,225;1426;479
data,1175378400000,225;5441;479
data,1159653600000,225;2818;479
data,1298934000000,225;2849;479
data,1185919200000,225;6873;479
data,1304678628341,225;1104;480
data,1267398000000,225;5065;480
data,1162335600000,225;2229;480
data,1228086000000,225;16707;480
data,1304675867027,225;9993;480
data,1283292000000,225;914;480
data,1154383200000,225;16150;480
data,1249077600000,225;9505;480
data,1251756000000,225;9543;480
data,1272664800000,225;11782;480
data,1209592800000,225;4675;480
data,1207000800000,225;13393;480
data,1207000800000,225;11182;480
data,1162335600000,225;2288;480
data,1267398000000,225;4108;480
data,1146434400000,225;13066;480
data,1264978800000,225;15865;480
data,1217541600000,225;12670;480
data,1228086000000,225;14443;480
data,1214863200000,225;10923;480
data,1277935200000,225;18593;480
data,1214863200000,225;24;480
data,1222812000000,225;190;480
data,1164927600000,225;16591;480
data,1267398000000,225;16839;480
data,1159653600000,225;13935;481
data,1272664800000,225;11597;481
data,1177970400000,225;6252;481
data,1270072800000,225;1358;481
data,1277935200000,225;4796;481
data,1217541600000,225;17380;481
data,1233442800000,225;14238;481
data,1254348000000,225;8312;482
data,1288566000000,226;3493;482
data,1277935200000,226;422;482
data,1249077600000,226;14974;482
data,1193871600000,226;15991;482
data,1257030000000,226;15322;482
data,1222812000000,226;17387;482
data,1304690131302,226;18008;482
data,1151704800000,226;5590;482
data,1272664800000,226;3473;482
data,1270072800000,226;11822;482
data,1280613600000,226;9256;482
data,1146434400000,226;11743;482
data,1214863200000,226;9503;482
data,1264978800000,226;8318;482
data,1267398000000,226;11933;483
data,1209592800000,226;6569;483
data,1235862000000,226;1772;483
data,1283292000000,226;15161;483
data,1225494000000,226;8195;483
data,1288566000000,226;8583;483
data,1285884000000,226;1570;483
data,1214863200000,226;11456;483
data,1267398000000,226;18208;483
data,1238536800000,227;11416;483
data,1143842400000,227;78;483
data,1162335600000,227;8270;483
data,1270072800000,227;1395;483
data,1267398000000,227;13581;483
data,1233442800000,227;2571;484
data,1193871600000,227;7900;484
data,1246399200000,227;10050;484
data,1259622000000,227;2611;484
data,1233442800000,227;12987;484
data,1154383200000,227;9259;484
data,1262300400000,227;425;485
data,1220220000000,227;9802;485
data,1204326000000,227;17181;485
data,1304608266098,227;508;485
data,1204326000000,227;2971;485
data,1133391600000,227;8681;485
data,1235862000000,227;8926;485
data,1241128800000,227;16406;485
data,1233442800000,227;13066;485
data,1243807200000,227;2291;485
data,1199142000000,227;85;485
data,1267398000000,227;2202;485
data,1220220000000,227;11598;485
data,1293836400000,227;1011;485
data,1204326000000,227;2711;485
data,1285884000000,227;1002;486
data,1225494000000,227;7708;486
data,1277935200000,227;357;486
data,1243807200000,227;16167;486
data,1228086000000,228;2268;486
data,1293836400000,228;11461;486
data,1249077600000,228;6881;486
data,1262300400000,228;1768;486
data,1293836400000,228;13215;486
data,1159653600000,228;3413;487
data,1209592800000,228;5473;487
data,1212271200000,228;10609;487
data,1249077600000,228;2953;487
data,1259622000000,229;3415;487
data,1136070000000,229;310;488
data,1298934000000,229;71;488
data,1277935200000,229;159;489
data,1225494000000,229;17482;489
data,1293836400000,229;4751;489
data,1251756000000,229;6215;489
data,1259622000000,229;11927;490
data,1199142000000,229;17469;490
data,1214863200000,229;612;491
data,1298934000000,229;17721;492
data,1220220000000,229;7133;492
data,1180648800000,229;8123;493
data,1275343200000,229;11627;493
data,1272664800000,230;5691;493
data,1254348000000,230;6165;493
data,1270072800000,230;9435;493
data,1288566000000,230;4099;493
data,1175378400000,230;5087;494
data,1188597600000,230;51;495
data,1172703600000,230;8270;495
data,1254348000000,230;1416;495
data,1238536800000,230;5045;495
data,1235862000000,230;5288;495
data,1209592800000,230;85;495
data,1283292000000,230;1810;496
data,1212271200000,231;2206;496
data,1246399200000,231;11794;496
data,1188597600000,231;7133;496
data,1280613600000,231;15865;496
data,1304596814456,231;3589;496
data,1243807200000,231;607;496
data,1214863200000,231;4371;496
data,1296514800000,231;7007;496
data,1212271200000,231;3675;496
data,1277935200000,231;4099;496
data,1262300400000,231;241;496
data,1230764400000,231;14031;496
data,1209592800000,231;1542;496
data,1196463600000,231;16582;496
data,1283292000000,231;1192;496
data,1220220000000,231;1008;497
data,1214863200000,231;18565;497
data,1238536800000,231;4876;497
data,1196463600000,231;2465;497
data,1207000800000,231;2552;498
data,1243807200000,231;14946;498
data,1304702075867,231;14466;498
data,1225494000000,231;3019;498
data,1246399200000,231;14628;498
data,1204326000000,231;8688;498
data,1270072800000,231;2139;499
data,1251756000000,231;1252;499
data,1285884000000,231;1895;499
data,1233442800000,231;7358;499
data,1183240800000,231;11124;499
data,1209592800000,231;7263;499
data,1154383200000,231;451;499
data,1146434400000,231;5077;500
data,1209592800000,231;16626;500
data,1243807200000,231;13047;500
data,1230764400000,231;230;500
data,1246399200000,231;12620;500
data,1220220000000,231;2937;500
data,1272664800000,231;16706;500
data,1259622000000,231;2795;500
data,1201820400000,231;475;501
data,1146434400000,231;15443;501
data,1201820400000,231;13369;501
data,1225494000000,231;190;502
data,1277935200000,231;15189;502
data,1214863200000,231;4969;502
data,1164927600000,231;11;502
data,1291158000000,231;14687;502
data,1257030000000,231;5804;502
data,1291158000000,231;2455;502
data,1217541600000,231;9970;502
data,1241128800000,231;8152;502
data,1230764400000,231;1444;502
data,1262300400000,231;8211;502
data,1272664800000,231;708;502
data,1193871600000,231;17730;502
data,1172703600000,231;1835;502
data,1209592800000,231;14203;502
data,1275343200000,231;18084;502
data,1154383200000,231;14969;502
data,1246399200000,231;6536;502
data,1228086000000,231;12113;502
data,1238536800000,231;10519;502
data,1220220000000,231;49;502
data,1296514800000,231;4379;502
data,1199142000000,231;10473;502
data,1217541600000,231;8392;502
data,1257030000000,231;12718;502
data,1291158000000,231;17760;502
data,1288566000000,231;5767;502
data,1296514800000,231;3075;502
data,1162335600000,231;7352;502
data,1204326000000,231;12092;502
data,1217541600000,231;4203;502
data,1288566000000,231;532;502
data,1304935917670,231;12817;502
data,1280613600000,231;4168;502
data,1214863200000,231;5782;502
data,1133391600000,231;5728;502
data,1280613600000,231;1223;502
data,1222812000000,231;17348;502
data,1222812000000,231;1145;502
data,1270072800000,231;10741;502
data,1262300400000,231;5016;502
data,1196463600000,231;159;502
data,1125525600000,231;5908;502
data,1291158000000,231;5149;503
data,1272664800000,231;12724;504
data,1212271200000,231;4561;504
data,1304700148333,231;11772;505
data,1170284400000,231;2621;505
data,1251756000000,231;12220;505
data,1230764400000,231;1013;506
data,1291158000000,231;12742;506
data,1188597600000,231;1408;506
data,1204326000000,231;18350;506
data,1222812000000,231;13526;506
data,1280613600000,231;3241;506
data,1246399200000,231;2965;506
data,1235862000000,231;10581;506
data,1225494000000,231;67;507
data,1233442800000,231;757;508
data,1291158000000,231;3040;508
data,1233442800000,231;3992;508
data,1212271200000,232;8870;508
data,1254348000000,232;14125;508
data,1175378400000,232;19;508
data,1293836400000,232;10976;508
data,1280613600000,232;1153;508
data,1204326000000,232;6017;508
data,1246399200000,232;4620;509
data,1222812000000,232;18430;509
data,1188597600000,232;3969;509
data,1177970400000,232;13257;509
data,1304690124404,232;3596;509
data,1159653600000,232;16249;509
data,1220220000000,232;18583;509
data,1212271200000,232;705;509
data,1233442800000,233;2830;509
data,1280613600000,233;8392;510
data,1304671075203,233;154;510
data,1241128800000,233;11124;510
data,1167606000000,233;10694;510
data,1272664800000,233;3075;510
data,1209592800000,233;5325;510
data,1251756000000,233;1878;510
data,1235862000000,233;12639;510
data,1254348000000,233;3964;510
data,1280613600000,233;4550;510
data,1280613600000,233;615;511
data,1246399200000,233;157;512
data,1193871600000,233;5412;512
data,1262300400000,233;5091;512
data,1204326000000,233;8597;512
data,1222812000000,233;3493;512
data,1257030000000,233;10715;512
data,1230764400000,233;18158;512
data,1285884000000,233;18593;512
data,1225494000000,233;8901;512
data,1191189600000,233;5258;512
data,1230764400000,233;12975;512
data,1275343200000,233;2567;512
data,1291158000000,233;5266;512
data,1257030000000,233;12633;512
data,1259622000000,233;4738;512
data,1204326000000,233;4247;512
data,1298934000000,233;4738;512
data,1257030000000,233;4218;512
data,1233442800000,233;6276;512
data,1254348000000,233;846;512
data,1280613600000,234;9649;512
data,1146434400000,234;5478;512
data,1199142000000,234;10502;512
data,1298934000000,234;11927;512
data,1228086000000,234;913;513
data,1228086000000,234;3513;513
data,1212271200000,234;13190;513
data,1280613600000,234;11773;513
data,1288566000000,234;18531;514
data,1196463600000,234;2198;514
data,1154383200000,234;5422;515
data,1272664800000,234;2861;516
data,1191189600000,234;15370;516
data,1146434400000,234;7123;516
data,1175378400000,234;6186;516
data,1180648800000,234;6765;516
data,1188597600000,234;5920;516
data,1235862000000,234;5841;516
data,1285884000000,234;15045;516
data,1243807200000,234;10563;516
data,1157061600000,234;13128;516
data,1162335600000,234;10495;516
data,1225494000000,234;1605;516
data,1238536800000,234;950;516
data,1196463600000,234;2638;516
data,1193871600000,234;11481;516
data,1243807200000,234;9649;516
data,1241128800000,234;12421;516
data,1217541600000,234;10980;516
data,1225494000000,234;10879;516
data,1304934696966,234;14292;516
data,1259622000000,234;17498;516
data,1241128800000,234;6873;516
data,1270072800000,234;2083;517
data,1275343200000,234;3717;517
data,1204326000000,234;5191;517
data,1238536800000,234;9999;517
data,1146434400000,234;14599;517
data,1288566000000,234;11736;517
data,1241128800000,234;5116;517
data,1212271200000,234;231;517
data,1138748400000,234;864;518
data,1228086000000,234;4275;518
data,1133391600000,234;3610;518
data,1267398000000,234;16138;518
data,1277935200000,234;2288;518
data,1230764400000,234;1547;518
data,1243807200000,234;11018;518
data,1220220000000,234;1724;518
data,1233442800000,235;17832;518
data,1267398000000,235;6959;519
data,1175378400000,235;11054;519
data,1193871600000,235;11547;519
data,1212271200000,235;2509;519
data,1285884000000,235;12395;519
data,1170284400000,235;3520;519
data,1241128800000,235;892;519
data,1209592800000,235;2692;519
data,1280613600000,235;12056;519
data,1217541600000,235;15984;519
data,1238536800000,235;7516;519
data,1291158000000,235;316;519
data,1304671825551,235;11977;519
data,1246399200000,235;603;519
data,1214863200000,235;18704;519
data,1209592800000,235;88;519
data,1249077600000,235;7819;519
data,1272664800000,235;7886;519
data,1277935200000,235;1081;520
data,1285884000000,235;14818;520
data,1235862000000,235;54;520
data,1207000800000,235;17332;520
data,1291158000000,235;8735;520
data,1230764400000,235;7428;520
data,1159653600000,235;2479;520
data,1191189600000,235;211;520
data,1285884000000,235;3673;521
data,1241128800000,235;15477;521
data,1225494000000,235;8279;521
data,1193871600000,235;17880;521
data,1267398000000,235;9403;521
data,1204326000000,235;430;521
data,1259622000000,235;17951;521
data,1267398000000,235;6846;521
data,1214863200000,235;580;522
data,1283292000000,235;5637;522
data,1141167600000,235;2757;522
data,1254348000000,235;7277;522
data,1291158000000,236;16906;522
data,1280613600000,236;1081;523
data,1304674019615,236;6560;523
data,1264978800000,236;4165;523
data,1193871600000,236;3281;524
data,1262300400000,236;1406;524
data,1293836400000,237;5659;524
data,1270072800000,238;5452;524
data,1251756000000,238;580;525
data,1264978800000,238;16823;525
data,1298934000000,238;12028;525
data,1233442800000,238;1139;525
data,1188597600000,238;7452;525
data,1217541600000,239;11105;525
data,1246399200000,239;2277;525
data,1159653600000,239;6345;525
data,1222812000000,239;13087;525
data,1230764400000,239;8382;525
data,1191189600000,239;4709;525
data,1162335600000,239;12148;525
data,1233442800000,239;3628;525
data,1230764400000,239;15566;525
data,1214863200000,239;11100;526
data,1264978800000,239;2094;526
data,1199142000000,239;2361;526
data,1162335600000,239;3396;526
data,1267398000000,239;16786;526
data,1257030000000,239;7039;526
data,1233442800000,239;17221;526
data,1193871600000,239;13454;526
data,1220220000000,239;4979;526
data,1291158000000,239;13559;526
data,1157061600000,239;14869;526
data,1304600764832,239;10418;527
data,1298934000000,239;9063;527
data,1225494000000,239;1601;527
data,1262300400000,239;2209;527
data,1293836400000,239;4704;528
data,1257030000000,239;17390;528
data,1238536800000,239;8822;528
data,1254348000000,239;3043;528
data,1270072800000,239;3302;529
data,1270072800000,239;4168;529
data,1283292000000,239;7896;529
data,1272664800000,239;55;530
data,1257030000000,240;14930;530
data,1241128800000,240;12369;530
data,1167606000000,240;816;530
data,1288566000000,240;465;530
data,1230764400000,240;11277;530
data,1283292000000,241;439;530
data,1257030000000,241;16150;530
data,1285884000000,241;12817;530
data,1275343200000,241;14081;530
data,1222812000000,241;11294;530
data,1191189600000,241;4276;530
data,1291158000000,241;4222;530
data,1283292000000,241;11220;530
data,1199142000000,241;12642;530
data,1291158000000,241;10572;530
data,1249077600000,241;14033;530
data,1264978800000,241;3707;530
data,1270072800000,241;6200;530
data,1130799600000,241;15502;530
data,1238536800000,241;9752;530
data,1170284400000,241;3940;530
data,1259622000000,241;4130;530
data,1304682198705,241;7927;530
data,1251756000000,241;7886;530
data,1141167600000,241;7069;530
data,1259622000000,241;13369;530
data,1193871600000,241;10064;530
data,1246399200000,241;157;531
data,1201820400000,241;8175;531
data,1259622000000,241;9944;531
data,1220220000000,241;2514;531
data,1220220000000,241;16401;531
data,1259622000000,241;17065;531
data,1214863200000,241;1076;531
data,1204326000000,241;1345;531
data,1167606000000,242;4024;531
data,1270072800000,242;15476;531
data,1214863200000,242;14033;531
data,1196463600000,242;5913;531
data,1280613600000,242;750;531
data,1293836400000,242;11024;531
data,1233442800000,242;1897;532
data,1280613600000,242;5504;532
data,1220220000000,242;14961;532
data,1201820400000,242;2847;532
data,1162335600000,242;4321;532
data,1270072800000,242;11775;532
data,1264978800000,242;418;533
data,1193871600000,242;5446;533
data,1238536800000,242;6398;533
data,1291158000000,242;11739;533
data,1225494000000,242;11979;533
data,1272664800000,242;1383;534
data,1201820400000,242;2100;534
data,1277935200000,242;11160;534
data,1151704800000,242;1605;534
data,1298934000000,242;2467;535
data,1164927600000,242;13690;535
data,1172703600000,242;14636;535
data,1291158000000,242;16568;535
data,1275343200000,242;6883;535
data,1177970400000,242;11627;535
data,1272664800000,242;18704;535
data,1272664800000,242;18530;535
data,1209592800000,242;5867;535
data,1217541600000,242;6540;535
data,1222812000000,242;359;535
data,1296514800000,242;229;535
data,1225494000000,242;582;536
data,1285884000000,242;6560;536
data,1225494000000,242;10328;536
data,1304596770583,242;14429;536
data,1251756000000,242;8276;536
data,1193871600000,242;7433;536
data,1288566000000,242;14971;536
data,1304934708168,242;4040;536
data,1270072800000,242;6040;536
data,1288566000000,242;4877;536
data,1267398000000,242;6186;536
data,1204326000000,242;15599;536
data,1212271200000,242;6740;537
data,1222812000000,243;320;537
data,1138748400000,243;12742;537
data,1209592800000,243;5785;537
data,1283292000000,243;2189;537
data,1296514800000,243;1156;537
data,1193871600000,243;61;538
data,1277935200000,243;16521;538
data,1207000800000,243;7316;538
data,1167606000000,243;14662;538
data,1122847200000,243;6196;538
data,1251756000000,243;3745;538
data,1180648800000,243;4465;538
data,1254348000000,243;12121;538
data,1230764400000,243;14599;538
data,1262300400000,243;17234;538
data,1217541600000,243;1923;538
data,1191189600000,243;7896;538
data,1230764400000,243;9475;538
data,1159653600000,243;6799;538
data,1228086000000,243;6070;538
data,1217541600000,243;441;538
data,1241128800000,243;816;538
data,1185919200000,243;8633;538
data,1162335600000,243;11272;538
data,1235862000000,243;14498;538
data,1262300400000,243;2982;538
data,1204326000000,243;11405;538
data,1270072800000,243;13420;538
data,1241128800000,243;2982;538
data,1291158000000,243;3708;538
data,1220220000000,243;230;538
data,1241128800000,243;15422;538
data,1164927600000,243;11824;538
data,1264978800000,243;18647;538
data,1243807200000,243;1156;539
data,1196463600000,243;2855;539
data,1214863200000,243;15761;539
data,1254348000000,243;2936;539
data,1204326000000,243;16531;539
data,1233442800000,243;4275;539
data,1128117600000,243;11801;539
data,1275343200000,244;4504;539
data,1288566000000,244;11763;539
data,1277935200000,244;16249;539
data,1288566000000,244;8828;539
data,1275343200000,244;423;540
data,1288566000000,244;5254;540
data,1222812000000,244;4108;540
data,1288566000000,244;7639;540
data,1207000800000,244;4047;540
data,1238536800000,244;12621;540
data,1272664800000,245;8915;540
data,1275343200000,245;1988;540
data,1201820400000,245;2673;541
data,1209592800000,245;15935;541
data,1246399200000,245;13287;541
data,1249077600000,245;6661;541
data,1212271200000,245;1001;542
data,1277935200000,245;3391;542
data,1204326000000,245;528;542
data,1212271200000,245;3762;542
data,1259622000000,245;55;543
data,1291158000000,245;921;543
data,1235862000000,245;12202;543
data,1296514800000,245;6640;543
data,1217541600000,245;11378;543
data,1267398000000,245;7636;543
data,1277935200000,245;10775;543
data,1230764400000,245;513;543
data,1225494000000,245;1104;543
data,1177970400000,245;919;544
data,1304700050665,245;4351;545
data,1214863200000,245;1100;545
data,1272664800000,245;7117;545
data,1225494000000,245;9242;545
data,1298934000000,245;11881;545
data,1293836400000,245;10555;545
data,1288566000000,245;198;545
data,1298934000000,245;9089;546
data,1280613600000,245;4538;546
data,1222812000000,245;880;546
data,1275343200000,245;15178;546
data,1241128800000,245;5791;546
data,1283292000000,245;3889;547
data,1201820400000,245;8044;547
data,1151704800000,245;8779;547
data,1214863200000,245;6472;547
data,1191189600000,245;3596;547
data,1235862000000,245;13330;547
data,1264978800000,245;10500;547
data,1230764400000,245;86;547
data,1228086000000,245;3428;547
data,1212271200000,245;4166;547
data,1207000800000,245;18387;547
data,1243807200000,245;17872;547
data,1122847200000,245;942;548
data,1267398000000,245;2853;548
data,1183240800000,245;288;548
data,1128117600000,245;15288;548
data,1154383200000,245;14622;548
data,1193871600000,245;13638;548
data,1296514800000,245;227;549
data,1267398000000,245;10429;549
data,1259622000000,245;3549;550
data,1277935200000,245;2135;550
data,1191189600000,245;6714;550
data,1233442800000,245;18016;550
data,1254348000000,245;18296;550
data,1183240800000,245;6835;550
data,1246399200000,245;1059;550
data,1228086000000,245;4780;550
data,1257030000000,245;7745;550
data,1293836400000,245;8299;550
data,1130799600000,245;2744;550
data,1138748400000,245;852;550
data,1217541600000,245;832;550
data,1238536800000,245;18647;550
data,1214863200000,245;2009;550
data,1159653600000,245;7891;550
data,1270072800000,245;733;550
data,1288566000000,245;6495;550
data,1288566000000,245;3587;550
data,1212271200000,245;868;550
data,1204326000000,245;319;550
data,1267398000000,245;10349;550
data,1262300400000,245;2514;550
data,1264978800000,245;11918;550
data,1164927600000,245;944;550
data,1254348000000,245;2082;550
data,1304602283035,245;3423;550
data,1172703600000,245;17175;550
data,1133391600000,245;715;550
data,1288566000000,245;1764;550
data,1272664800000,245;9905;550
data,1212271200000,245;13526;550
data,1209592800000,245;14944;550
data,1254348000000,245;5189;550
data,1288566000000,245;3742;550
data,1304700094333,246;2457;551
data,1172703600000,246;10502;551
data,1293836400000,246;148;551
data,1193871600000,246;4130;552
data,1209592800000,246;18528;552
data,1280613600000,246;1775;552
data,1270072800000,246;5667;552
data,1222812000000,246;8684;552
data,1296514800000,246;5432;553
data,1272664800000,246;13994;553
data,1225494000000,246;18587;553
data,1277935200000,246;3027;553
data,1235862000000,246;994;554
data,1254348000000,246;1700;555
data,1170284400000,246;8218;555
data,1185919200000,246;1891;556
data,1214863200000,246;4153;556
data,1277935200000,246;5101;556
data,1212271200000,246;827;556
data,1251756000000,247;630;556
data,1291158000000,247;10908;556
data,1259622000000,247;7828;556
data,1214863200000,247;993;556
data,1275343200000,248;5666;556
data,1277935200000,248;1372;556
data,1138748400000,248;9366;556
data,1280613600000,248;259;557
data,1267398000000,248;3113;557
data,1170284400000,248;1364;557
data,1267398000000,248;13047;557
data,1228086000000,248;17285;557
data,1304596473004,248;10495;557
data,1151704800000,248;8175;557
data,1251756000000,248;16662;557
data,1246399200000,248;18209;557
data,1180648800000,248;5631;557
data,1270072800000,248;99;558
data,1207000800000,248;17583;558
data,1304604797256,248;6144;558
data,1159653600000,248;2633;558
data,1122847200000,248;7745;558
data,1233442800000,248;1299;558
data,1214863200000,248;4839;558
data,1235862000000,248;17382;558
data,1254348000000,248;17469;558
data,1128117600000,248;16977;558
data,1254348000000,248;1395;558
data,1293836400000,248;1639;559
data,1304705407230,248;285;559
data,1304678143762,248;11775;559
data,1209592800000,248;100;559
data,1262300400000,248;171;560
data,1267398000000,248;13809;560
data,1220220000000,248;455;561
data,1275343200000,248;3881;561
data,1293836400000,248;9729;562
data,1288566000000,248;140;562
data,1285884000000,248;4896;562
data,1146434400000,248;1293;562
data,1259622000000,248;13427;562
data,1204326000000,248;2018;562
data,1257030000000,248;7713;562
data,1238536800000,248;547;562
data,1288566000000,248;14629;562
data,1209592800000,248;9466;562
data,1288566000000,248;3878;562
data,1241128800000,248;9146;562
data,1183240800000,248;540;562
data,1280613600000,248;8073;563
data,1209592800000,248;64;563
data,1162335600000,249;190;564
data,1212271200000,249;14156;564
data,1257030000000,249;2834;565
data,1291158000000,249;472;565
data,1199142000000,249;17469;565
data,1285884000000,249;259;565
data,1204326000000,249;3100;565
data,1267398000000,249;148;565
data,1267398000000,249;2113;565
data,1201820400000,249;15591;565
data,1296514800000,249;319;565
data,1246399200000,249;2937;565
data,1201820400000,249;739;565
data,1304597055250,249;13171;565
data,1262300400000,249;17736;565
data,1225494000000,249;5414;565
data,1175378400000,249;2792;565
data,1175378400000,249;15751;566
data,1214863200000,249;14807;566
data,1175378400000,249;2202;566
data,1280613600000,249;754;566
data,1246399200000,249;8224;566
data,1283292000000,249;3734;566
data,1209592800000,249;8441;566
data,1214863200000,249;1079;567
data,1235862000000,249;540;568
data,1291158000000,249;6548;568
data,1291158000000,249;16163;568
data,1146434400000,249;7358;568
data,1207000800000,249;11087;568
data,1288566000000,249;11637;568
data,1122847200000,249;2552;568
data,1264978800000,249;17631;568
data,1199142000000,249;16049;568
data,1280613600000,249;1270;568
data,1188597600000,249;2873;568
data,1180648800000,249;2855;569
data,1238536800000,249;1019;569
data,1212271200000,249;15247;569
data,1217541600000,249;1309;569
data,1214863200000,249;3742;569
data,1193871600000,249;5118;569
data,1275343200000,249;310;570
data,1209592800000,249;15375;570
data,1241128800000,249;18543;570
data,1298934000000,249;9296;570
data,1138748400000,249;3040;570
data,1251756000000,249;170;570
data,1175378400000,249;572;570
data,1238536800000,249;15871;570
data,1285884000000,249;12637;570
data,1233442800000,249;358;570
data,1207000800000,249;12706;570
data,1272664800000,249;15645;570
data,1167606000000,249;2623;570
data,1235862000000,249;1919;570
data,1272664800000,249;14569;570
data,1264978800000,249;10220;570
data,1243807200000,249;8417;570
data,1283292000000,249;928;570
data,1277935200000,249;4923;570
data,1272664800000,249;359;570
data,1193871600000,249;12505;570
data,1259622000000,249;212;571
data,1283292000000,249;7279;571
data,1249077600000,249;11291;571
data,1207000800000,249;1402;571
data,1201820400000,249;2567;572
data,1185919200000,249;17760;572
data,1249077600000,249;4203;572
data,1172703600000,249;6959;573
data,1233442800000,249;8933;573
data,1199142000000,249;4539;573
data,1288566000000,249;8681;573
data,1228086000000,250;157;574
data,1275343200000,250;16212;574
data,1272664800000,250;11686;574
data,1138748400000,250;10468;574
data,1270072800000,250;3369;574
data,1204326000000,250;542;574
data,1246399200000,250;3813;574
data,1191189600000,250;2468;574
data,1220220000000,251;13420;574
data,1154383200000,251;668;574
data,1228086000000,251;1063;574
data,1262300400000,251;6446;574
data,1217541600000,251;1186;575
data,1304692539030,251;1104;575
data,1277935200000,251;3596;575
data,1233442800000,251;6200;575
data,1238536800000,251;11765;575
data,1267398000000,251;258;575
data,1143842400000,251;2936;575
data,1170284400000,251;438;576
data,1204326000000,251;6241;576
data,1207000800000,251;58;576
data,1270072800000,251;1110;576
data,1275343200000,251;16776;576
data,1304671571022,251;14959;576
data,1272664800000,251;16249;576
data,1164927600000,251;18350;576
data,1283292000000,251;5767;576
data,1196463600000,251;4928;576
data,1164927600000,251;11736;576
data,1238536800000,251;32;576
data,1193871600000,251;3019;576
data,1188597600000,251;6739;576
data,1288566000000,251;945;577
data,1267398000000,251;5621;577
data,1257030000000,251;3523;577
data,1270072800000,251;14127;577
data,1246399200000,251;1059;578
data,1277935200000,251;6403;578
data,1257030000000,251;9699;578
data,1204326000000,251;7755;578
data,1296514800000,251;24;578
data,1254348000000,252;9466;578
data,1204326000000,252;12917;578
data,1304934673980,252;2544;578
data,1251756000000,252;18704;578
data,1304695392789,252;8918;578
data,1291158000000,252;16422;578
data,1275343200000,252;1203;578
data,1191189600000,252;4792;578
data,1272664800000,252;16582;578
data,1288566000000,252;622;579
data,1222812000000,252;2429;579
data,1270072800000,252;1990;580
data,1262300400000,253;7828;580
data,1259622000000,253;13559;580
data,1183240800000,253;6884;580
data,1304695410795,253;2500;580
data,1128117600000,253;16521;580
data,1228086000000,253;6403;580
data,1180648800000,253;10726;580
data,1196463600000,253;4296;580
data,1280613600000,253;14214;580
data,1230764400000,253;5908;580
data,1267398000000,253;12661;580
data,1285884000000,253;6873;580
data,1225494000000,253;5359;580
data,1185919200000,253;7514;580
data,1304599091631,253;2383;581
data,1259622000000,253;1044;581
data,1164927600000,253;8301;581
data,1146434400000,253;14065;581
data,1251756000000,253;6861;581
data,1283292000000,253;5767;581
data,1164927600000,253;11979;581
data,1304703010059,253;31;581
data,1304596433519,253;1799;581
data,1283292000000,253;11;581
data,1304703010033,253;15566;581
data,1243807200000,253;3380;581
data,1257030000000,253;390;581
data,1222812000000,254;11227;581
data,1185919200000,254;6196;581
data,1230764400000,254;255;581
data,1267398000000,254;13330;581
data,1222812000000,254;15894;581
data,1217541600000,254;11024;581
data,1207000800000,254;9139;581
data,1243807200000,254;13690;581
data,1138748400000,254;2455;581
data,1222812000000,254;6495;581
data,1225494000000,254;3564;581
data,1233442800000,254;10161;581
data,1212271200000,254;12628;581
data,1291158000000,254;13130;581
data,1272664800000,254;10810;581
data,1235862000000,254;67;582
data,1193871600000,254;176;583
data,1185919200000,254;16195;583
data,1230764400000,254;7342;583
data,1251756000000,254;498;583
data,1298934000000,254;2468;584
data,1257030000000,254;8123;584
data,1283292000000,254;8501;584
data,1280613600000,254;13962;584
data,1183240800000,254;11272;584
data,1222812000000,254;15575;584
data,1201820400000,254;1900;585
data,1296514800000,254;9568;585
data,1275343200000,254;8810;585
data,1267398000000,254;2291;585
data,1293836400000,254;4751;585
data,1220220000000,254;8296;585
data,1235862000000,254;5185;586
data,1157061600000,254;2962;586
data,1230764400000,254;2446;586
data,1204326000000,254;13621;586
data,1238536800000,254;163;586
data,1293836400000,254;5571;586
data,1277935200000,254;13843;586
data,1283292000000,254;13606;587
data,1188597600000,254;9527;587
data,1220220000000,254;14536;587
data,1293836400000,254;5476;587
data,1291158000000,254;4896;587
data,1304596448138,254;3441;588
data,1280613600000,254;12323;588
data,1277935200000,254;14139;588
data,1288566000000,254;15288;588
data,1207000800000,254;17473;588
data,1241128800000,254;293;588
data,1225494000000,254;1399;588
data,1235862000000,254;187;588
data,1249077600000,254;1242;589
data,1130799600000,254;5217;589
data,1122847200000,254;2292;589
data,1275343200000,254;8626;589
data,1230764400000,254;11982;589
data,1298934000000,254;1001;590
data,1304932833454,254;5187;590
data,1225494000000,254;2168;590
data,1270072800000,254;995;590
data,1288566000000,254;12392;590
data,1272664800000,254;11683;590
data,1225494000000,254;772;590
data,1154383200000,254;2896;590
data,1209592800000,254;17854;590
data,1293836400000,254;14897;590
data,1220220000000,254;18532;590
data,1267398000000,254;356;591
data,1241128800000,254;1157;591
data,1298934000000,254;8789;591
data,1167606000000,254;43;591
data,1225494000000,254;9048;591
data,1183240800000,254;15322;591
